# Онтология аттракторов человеческого организма с количественными оценками
1.	Точечные аттракторы (всего: 4000-5000)
3.2.1.1.1.1.1.	GnRH-пульсатор
3.2.1.1.1.1.2.	CRH-циркадианный осциллятор
3.2.1.1.1.1.3.	Вазопрессиновый осмотический аттрактор
3.2.1.1.1.1.4.	Пролактиновый нейроэндокринный осциллятор
3.2.1.1.1.1.5.	Соматолибериновый пульсационный аттрактор
3.2.1.1.1.1.6.	Тиролибериновый регуляторный осциллятор
3.2.1.1.1.2.	Портальные аттракторы (5-6)
3.2.1.1.1.2.1.	Гипофизарный перфузионный осциллятор
3.2.1.1.1.2.2.	Нейрогормональный транспортный аттрактор
3.2.1.1.1.2.3.	Сосудистый регуляторный осциллятор
3.2.1.1.1.2.4.	Перифузионный динамический аттрактор
3.2.1.1.1.2.5.	Гормональный фидбэк-осциллятор
3.2.1.1.1.2.6.	Нейроваскулярный интеграционный аттрактор
3.2.1.1.1.3.	Аденогипофизарные осцилляторы (5-6)
3.2.1.1.1.3.1.	АКТГ-пульсатор
3.2.1.1.1.3.2.	ТТГ-циркадианный аттрактор
3.2.1.1.1.3.3.	Гонадотропный осциллятор
3.2.1.1.1.3.4.	Соматотропный пульсационный аттрактор
3.2.1.1.1.3.5.	Пролактиновый секреторный осциллятор
3.2.1.1.1.3.6.	Меланотропный регуляторный аттрактор
3.2.1.1.1.4.	Ультрадианный нейроэндокринный осциллятор
3.2.1.1.1.4.1.	Нейросекреторный пульсатор
3.2.1.1.1.4.2.	Гормональный циклический аттрактор
3.2.1.1.1.4.3.	Метаболический осцилляторный паттерн
3.2.1.1.1.5.	Орексиновый циркадианный пульсатор
3.2.1.1.2.	Периферические обратные связи (10-12)
3.2.1.1.2.1.	Быстрые регуляторные петли (4-4)
3.2.1.1.2.1.1.	Инсулин-глюкагоновый осциллятор
3.2.1.1.2.1.2.	Кальций-кальцитониновый аттрактор
3.2.1.1.2.1.3.	Катехоламиновый пульсатор
3.2.1.1.2.1.4.	Вазопрессорный регуляторный осциллятор
3.2.1.1.2.2.	Промежуточные регуляторные контуры (3-4)
3.2.1.1.2.2.1.	Тиреоидный осциллятор
3.2.1.1.2.2.2.	Кортизоловый фидбэк-аттрактор
3.2.1.1.2.2.3.	Минералокортикоидный регулятор
3.2.1.1.2.2.4.	Гонадный стероидный осциллятор
3.2.1.1.2.3.	Медленные регуляторные циклы (3-4)
3.2.1.1.2.3.1.	Соматотропный модулятор
3.2.1.1.2.3.2.	Пролактиновый контрольный осциллятор
3.2.1.1.2.3.3.	Мелатониновый циркадианный аттрактор
3.2.1.1.2.3.4.	Лептиновый гомеостатический осциллятор
3.2.2.	Периферические регуляции (15-20)
3.2.2.1.	Метаболические (8-10)
3.2.2.1.1.1.	Панкреатические осцилляции (3-4)
3.2.2.1.1.1.1.	Инсулиновый секреторный осциллятор
3.2.2.1.1.1.2.	Глюкагоновый пульсатор
3.2.2.1.1.1.3.	Соматостатиновый модулятор
3.2.2.1.1.1.4.	Амилиновый регуляторный аттрактор
3.2.2.1.1.2.	Адреналовые ритмы (3-3)
3.2.2.1.1.2.1.	Кортизоловый циркадианный осциллятор
3.2.2.1.1.2.2.	Альдостероновый пульсатор
3.2.2.1.1.2.3.	Катехоламиновый секреторный аттрактор
3.2.2.1.1.3.	Тиреоидные циклы (2-3)
3.2.2.1.1.3.1.	Т3-секреторный осциллятор
3.2.2.1.1.3.2.	Т4-регуляторный пульсатор
3.2.2.1.1.3.3.	Дейодиназный модуляционный аттрактор
3.2.2.2.	Репродуктивные (7-10)
3.2.2.2.1.1.	Гонадные осцилляции (3-4)
3.2.2.2.1.1.1.	Тестостероновый циркадианный осциллятор
3.2.2.2.1.1.2.	Эстрогеновый пульсационный аттрактор
3.2.2.2.1.1.3.	Прогестероновый циклический осциллятор
3.2.2.2.1.1.4.	Ингибиновый регуляторный аттрактор
3.2.2.2.1.2.	Плацентарные ритмы (2-3)
3.2.2.2.1.2.1.	ХГЧ-секреторный осциллятор
3.2.2.2.1.2.2.	Лактогенный пульсатор
3.2.2.2.1.2.3.	Прогестероновый гестационный аттрактор
3.2.2.2.1.3.	Маммарные циклы (2-3)
3.2.2.2.1.3.1.	Пролактиновый лактационный осциллятор
3.2.2.2.1.3.2.	Окситоциновый секреторный пульсатор
3.2.2.2.1.3.3.	Лактационный динамический аттрактор
3.2.3.	Метаболические регуляции (30-35)
3.2.3.1.	Энергетический обмен (18-20)
3.2.3.1.1.	Глюкозный гомеостаз (10-12)
3.2.3.1.1.1.	Инсулиновые осцилляции (4-4)
3.2.3.1.1.1.1.	Секреторный пульсатор бета-клеток
3.2.3.1.1.1.2.	Глюкозозависимый осциллятор
3.2.3.1.1.1.3.	Рецепторный сигнальный аттрактор
3.2.3.1.1.1.4.	Метаболический регуляторный пульсатор
3.2.3.1.1.2.	Глюкагоновые ритмы (3-4)
3.2.3.1.1.2.1.	Альфа-клеточный секреторный осциллятор
3.2.3.1.1.2.2.	Гипогликемический триггерный пульсатор
3.2.3.1.1.2.3.	Гормональный контррегуляторный аттрактор
3.2.3.1.1.2.4.	Глюконеогенный активационный осциллятор
3.2.3.1.1.3.	Контринсулярные циклы (3-4)
3.2.3.1.1.3.1.	Кортизоловый метаболический пульсатор
3.2.3.1.1.3.2.	Адреналиновый гликогенолитический осциллятор
3.2.3.1.1.3.3.	Гормон роста анаболический аттрактор
3.2.3.1.1.3.4.	Глюкагоновый гомеостатический модулятор
3.2.3.1.2.	Липидный обмен (8-8)
3.2.3.1.2.1.	Липолитические паттерны (3-3)
3.2.3.1.2.1.1.	Адреналиновый липолитический осциллятор
3.2.3.1.2.1.2.	Глюкагоновый мобилизационный пульсатор
3.2.3.1.2.1.3.	Липазный активационный аттрактор
3.2.3.1.2.2.	Липогенные осцилляции (3-3)
3.2.3.1.2.2.1.	Инсулиновый анаболический осциллятор
3.2.3.1.2.2.2.	Синтетический ферментативный пульсатор
3.2.3.1.2.2.3.	Депозитный адипоцитарный аттрактор
3.2.3.1.2.3.	Кетогенные циклы (2-2)
3.2.3.1.2.3.1.	Митохондриальный кетогенный осциллятор
3.2.3.1.2.3.2.	Голодовой кетоадаптивный пульсатор
3.2.3.2.	Минеральный обмен (12-15)
3.2.3.2.1.	Кальциевый гомеостаз (7-8)
3.2.3.2.1.1.	Паратиреоидные осцилляции (3-3)
3.2.3.2.1.1.1.	Кальций-сенсорный регуляторный осциллятор
3.2.3.2.1.1.2.	ПТГ-секреторный пульсатор
3.2.3.2.1.1.3.	Остеокластный активационный аттрактор
3.2.3.2.1.2.	Кальцитониновые ритмы (2-3)
3.2.3.2.1.2.1.	С-клеточный секреторный осциллятор
3.2.3.2.1.2.2.	Остеобластный анаболический пульсатор
3.2.3.2.1.2.3.	Кальций-депонирующий аттрактор
3.2.3.2.1.3.	Витамин-D циклы (2-2)
3.2.3.2.1.3.1.	Гидроксилазный активационный осциллятор
3.2.3.2.1.3.2.	Кальций-абсорбционный пульсатор
3.2.3.2.2.	Натрий-калиевый баланс (5-7)
3.2.3.2.2.1.	Альдостероновые паттерны (2-3)
3.2.3.2.2.1.1.	Минералокортикоидный секреторный осциллятор
3.2.3.2.2.1.2.	Натрий-реабсорбционный пульсатор
3.2.3.2.2.1.3.	Калий-экскреторный аттрактор
3.2.3.2.2.2.	Ренин-ангиотензиновые ритмы (2-2)
3.2.3.2.2.2.1.	Юкстагломерулярный секреторный осциллятор
3.2.3.2.2.2.2.	РААС-активационный пульсатор
3.2.3.2.2.3.	Натрийуретические циклы (1-2)
3.2.3.2.2.3.1.	Предсердный натрийуретический осциллятор
3.2.3.2.2.3.2.	Диуретический регуляторный пульсатор
3.3.	Иммунные квазипериодические аттракторы (60-70)
3.3.1.	Клеточный иммунитет (35-40)
3.3.1.1.	Распознавание антигенов (20-22)
3.3.1.1.1.	Т-клеточное (12-13)
3.3.1.1.1.1.	CD4+ активационные аттракторы (4-5)
3.3.1.1.1.1.1.	Т-хелперный рецепторный осциллятор
3.3.1.1.1.1.2.	Костимуляторный CD28-B7 аттрактор
3.3.1.1.1.1.3.	Цитокиновый рецепторный пульсатор
3.3.1.1.1.1.4.	IL-2 аутокринный осциллятор
3.3.1.1.1.1.5.	Метаболический активационный аттрактор
3.3.1.1.1.2.	CD8+ реактивные аттракторы (4-4)
3.3.1.1.1.2.1.	Цитотоксический рецепторный осциллятор
3.3.1.1.1.2.2.	Гранулярный секреторный пульсатор
3.3.1.1.1.2.3.	Перфорин-гранзимный аттрактор
3.3.1.1.1.2.4.	Апоптотический сигнальный осциллятор
3.3.1.1.1.3.	Регуляторные осцилляции (4-4)
3.3.1.1.1.3.1.	FOXP3 транскрипционный осциллятор
3.3.1.1.1.3.2.	TGF-β/IL-10 пульсатор
3.3.1.1.1.3.3.	Толерогенный аттрактор
3.3.1.1.1.3.4.	Супрессорный медиаторный осциллятор
3.3.1.1.2.	Фагоцитарное (8-9)
3.3.1.1.2.1.	Макрофагальные паттерны (3-3)
3.3.1.1.2.1.1.	Рецепторный скавенджер-осциллятор
3.3.1.1.2.1.2.	Фагосомальный пульсатор
3.3.1.1.2.1.3.	Антиген-презентирующий аттрактор
3.3.1.1.2.2.	Нейтрофильные циклы (3-3)
3.3.1.1.2.2.1.	Хемотаксический осциллятор
3.3.1.1.2.2.2.	НАДФН-оксидазный пульсатор
3.3.1.1.2.2.3.	Дегрануляционный аттрактор
3.3.1.1.2.3.	Дендритные осцилляции (2-3)
3.3.1.1.2.3.1.	Миграционный осциллятор
3.3.1.1.2.3.2.	Созревательный пульсатор
3.3.1.1.2.3.3.	Цитокиновый аттрактор дендритных клеток
3.3.1.2.	Эффекторные реакции (15-18)
3.3.1.2.1.	Цитотоксические (8-10)
3.3.1.2.1.1.	NK-клеточный цитолитический аттрактор
3.3.1.2.1.2.	Перфориновые паттерны (3-4)
3.3.1.2.1.2.1.	Полимеризационный осциллятор
3.3.1.2.1.2.2.	Кальциевый пульсатор
3.3.1.2.1.2.3.	Мембранный дестабилизирующий аттрактор
3.3.1.2.1.2.4.	Гранулярный экзоцитозный осциллятор
3.3.1.2.1.3.	Гранзимные циклы (3-3)
3.3.1.2.1.3.1.	Протеолитический осциллятор
3.3.1.2.1.3.2.	Митохондриальный пульсатор
3.3.1.2.1.3.3.	Апоптотический каскадный аттрактор
3.3.1.2.1.4.	Fas-опосредованные ритмы (2-3)
3.3.1.2.1.4.1.	DISC-комплексный осциллятор
3.3.1.2.1.4.2.	Каспазный пульсатор
3.3.1.2.1.4.3.	Мембранный триггерный аттрактор
3.3.1.2.2.	Воспалительные (7-8)
3.3.1.2.2.1.	Простагландиновые осцилляции (3-3)
3.3.1.2.2.1.1.	Циклооксигеназный осциллятор
3.3.1.2.2.1.2.	Вазомоторный пульсатор
3.3.1.2.2.1.3.	Ноцицептивный аттрактор
3.3.1.2.2.2.	Лейкотриеновые циклы (2-3)
3.3.1.2.2.2.1.	Липоксигеназный осциллятор
3.3.1.2.2.2.2.	Хемотаксический пульсатор
3.3.1.2.2.2.3.	Сосудистый проницаемостный аттрактор
3.3.1.2.2.3.	Комплементарные паттерны (2-2)
3.3.1.2.2.3.1.	Каскадный осциллятор
3.3.1.2.2.3.2.	Опсонизационный пульсатор
3.3.1.2.2.4.	Периодический воспалительный аттрактор
3.3.1.2.2.4.1.	Цитокиновый осцилляторный пульсатор
3.3.1.2.2.4.2.	Клеточный миграционный аттрактор
3.3.1.2.2.4.3.	Медиаторный цикл воспаления
3.3.1.2.2.5.	Нейтрофильный NET-формирующий осциллятор
3.3.2.	Гуморальный иммунитет (25-30)
3.3.2.1.	Антителообразование (15-18)
3.3.2.1.1.	Первичный ответ (8-10)
3.3.2.1.1.1.	IgM-продукционные аттракторы (3-4)
3.3.2.1.1.1.1.	Плазмобластный осциллятор
3.3.2.1.1.1.2.	Пентамерный сборочный пульсатор
3.3.2.1.1.1.3.	Секреторный аттрактор
3.3.2.1.1.1.4.	Комплемент-активирующий осциллятор
3.3.2.1.1.2.	IgG-переключательные аттракторы (3-3)
3.3.2.1.1.2.1.	Рекомбинационный осциллятор
3.3.2.1.1.2.2.	Селекционный пульсатор
3.3.2.1.1.2.3.	Дифференцировочный аттрактор
3.3.2.1.1.3.	Клональные экспансионные аттракторы (2-3)
3.3.2.1.1.3.1.	Пролиферативный осциллятор
3.3.2.1.1.3.2.	Герминальный пульсатор
3.3.2.1.1.3.3.	Селективный аттрактор
3.3.2.1.2.	Вторичный ответ (7-8)
3.3.2.1.2.1.	В-клеточные аттракторы памяти (3-3)
3.3.2.1.2.1.1.	Персистентный осциллятор
3.3.2.1.2.1.2.	Реактивационный пульсатор
3.3.2.1.2.1.3.	Гомеостатический аттрактор
3.3.2.1.2.2.	Быстрые IgG-продукционные аттракторы (2-3)
3.3.2.1.2.2.1.	Плазмобластный осциллятор памяти
3.3.2.1.2.2.2.	Аффинный пульсатор
3.3.2.1.2.2.3.	Секреторный аттрактор памяти
3.3.2.1.2.3.	Аффинные созревательные аттракторы (2-2)
3.3.2.1.2.3.1.	Мутационный осциллятор
3.3.2.1.2.3.2.	Селекционный пульсатор аффинности
3.3.2.2.	Цитокиновая регуляция (10-12)
3.3.2.2.1.	Провоспалительная (5-6)
3.3.2.2.1.1.	TNF-альфа осцилляции (2-2)
3.3.2.2.1.1.1.	Секреторный осциллятор TNF
3.3.2.2.1.1.2.	Сигнальный пульсатор TNF
3.3.2.2.1.2.	IL-1 паттерны (2-2)
3.3.2.2.1.2.1.	Процессинговый осциллятор IL-1
3.3.2.2.1.2.2.	Рецепторный пульсатор IL-1
3.3.2.2.1.3.	IL-6 ритмы (1-2)
3.3.2.2.1.3.1.	Транс-сигнальный осциллятор IL-6
3.3.2.2.1.3.2.	Острофазовый пульсатор
3.3.2.2.2.	Противовоспалительная (5-6)
3.3.2.2.2.1.	IL-10 циклы (2-2)
3.3.2.2.2.1.1.	Супрессорный осциллятор IL-10
3.3.2.2.2.1.2.	STAT3-зависимый пульсатор
3.3.2.2.2.2.	TGF-бета осцилляции (2-2)
3.3.2.2.2.2.1.	Латентный осциллятор TGF-β
3.3.2.2.2.2.2.	Регуляторный пульсатор
3.3.2.2.2.3.	IL-4 паттерны (1-2)
3.3.2.2.2.3.1.	Th2-поляризационный осциллятор
3.3.2.2.2.3.2.	IgE-индуцирующий пульсатор
4.	 Странные (хаотические) аттракторы (всего: 400-450)
4.1.	Нервная система (150-170)
4.1.1.	Кортикальная активность (80-90)
4.1.1.1.	Когнитивные процессы (45-50)
4.1.1.1.1.	Внимание (25-27)
4.1.1.1.1.1.	Селективное внимание (9-9)
4.1.1.1.1.2.	Распределенное внимание (8-9)
4.1.1.1.1.3.	Переключение внимания (8-9)
4.1.1.1.2.	Память (20-23)
4.1.1.1.2.1.	Рабочая память (7-8)
4.1.1.1.2.2.	Эпизодическая память (7-8)
4.1.1.1.2.3.	Семантическая память (6-7)
4.1.1.2.	Эмоциональные процессы (35-40)
4.1.1.2.1.	Лимбическая активность (20-22)
4.1.1.2.1.1.	Амигдалярные паттерны (7-8)
4.1.1.2.1.2.	Гиппокампальные осцилляции (7-7)
4.1.1.2.1.3.	Септальные ритмы (6-7)
4.1.1.2.2.	Вегетативные компоненты (15-18)
4.1.1.2.2.1.	Симпатические влияния (5-6)
4.1.1.2.2.2.	Парасимпатические эффекты (5-6)
4.1.1.2.2.3.	Нейроэндокринные взаимодействия (5-6)
4.1.2.	Вегетативная регуляция (70-80)
4.1.2.1.	Симпатические влияния (40-45)
4.1.2.1.1.	Кардиоваскулярные (25-27)
4.1.2.1.1.1.	Сердечный ритм (9-9)
4.1.2.1.1.2.	Сосудистый тонус (8-9)
4.1.2.1.1.3.	Барорефлекторные осцилляции (8-9)
4.1.2.1.2.	Метаболические (15-18)
4.1.2.1.2.1.	Термогенез (5-6)
4.1.2.1.2.2.	Гликемический контроль (5-6)
4.1.2.1.2.3.	Липолиз (5-6)
4.1.2.2.	Парасимпатические влияния (30-35)
4.1.2.2.1.	Висцеральные (18-20)
4.1.2.2.1.1.	Гастроинтестинальные ритмы (6-7)
4.1.2.2.1.2.	Бронхиальный тонус (6-7)
4.1.2.2.1.3.	Урогенитальные функции (6-6)
4.1.2.2.2.	Трофические (12-15)
4.1.2.2.2.1.	Пищеварительные процессы (4-5)
4.1.2.2.2.2.	Секреторная активность (4-5)
4.1.2.2.2.3.	Регенеративные влияния (4-5)
4.2.	Эндокринная система (100-120)
4.2.1.	Сложные гормональные каскады (60-70)
4.2.1.1.	Стрессовые каскады (35-40)
4.2.1.1.1.	Острый стресс (20-22)
4.2.1.1.1.1.	АКТГ-кортизоловая ось (7-8)
4.2.1.1.1.2.	Катехоламиновый выброс (7-7)
4.2.1.1.1.3.	Вазопрессиновая активация (6-7)
4.2.1.1.2.	Хронический стресс (15-18)
4.2.1.1.2.1.	Аллостатическая регуляция (5-6)
4.2.1.1.2.2.	Метаболическая адаптация (5-6)
4.2.1.1.2.3.	Иммуномодуляция (5-6)
4.2.1.2.	Метаболические каскады (25-30)
4.2.1.2.1.	Анаболические (15-17)
4.2.1.2.1.1.	Инсулиновая регуляция (5-6)
4.2.1.2.1.2.	Соматотропные эффекты (5-6)
4.2.1.2.1.3.	Тиреоидная активность (5-5)
4.2.1.2.2.	Катаболические (10-13)
4.2.1.2.2.1.	Глюкагоновые влияния (4-5)
4.2.1.2.2.2.	Адреналиновые эффекты (3-4)
4.2.1.2.2.3.	Кортизоловая регуляция (3-4)
4.2.2.	Нейроэндокринные взаимодействия (40-50)
4.2.2.1.	Центральные регуляции (25-30)
4.2.2.1.1.	Циркадные (15-17)
4.2.2.1.1.1.	Супрахиазматические ритмы (5-6)
4.2.2.1.1.2.	Мелатониновая секреция (5-6)
4.2.2.1.1.3.	Температурная регуляция (5-5)
4.2.2.1.2.	Гомеостатические (10-13)
4.2.2.1.2.1.	Осмотический контроль (4-5)
4.2.2.1.2.2.	Энергетический баланс (3-4)
4.2.2.1.2.3.	Метаболический контроль (3-4)
4.2.2.2.	Периферические регуляции (15-20)
4.2.2.2.1.	Метаболические (8-10)
4.2.2.2.1.1.	Глюкозный гомеостаз (3-4)
4.2.2.2.1.2.	Липидный обмен (3-3)
4.2.2.2.1.3.	Белковый метаболизм (2-3)
4.2.2.2.2.	Адаптивные (7-10)
4.2.2.2.2.1.	Термоадаптация (3-4)
4.2.2.2.2.2.	Осморегуляция (2-3)
4.2.2.2.2.3.	Иммунная адаптация (2-3)
4.3.	Иммунная система (80-90)
4.3.1.	Иммунный ответ (45-50)
4.3.1.1.	Врожденный иммунитет (25-28)
4.3.1.1.1.	Воспалительные реакции (15-16)
4.3.1.1.1.1.	Цитокиновые каскады (5-6)
4.3.1.1.1.2.	Хемокиновая регуляция (5-5)
4.3.1.1.1.3.	Простагландиновые эффекты (5-5)
4.3.1.1.2.	Противовирусные реакции (10-12)
4.3.1.1.2.1.	Интерфероновый ответ (4-4)
4.3.1.1.2.2.	NK-клеточная активность (3-4)
4.3.1.1.2.3.	Антивирусные пептиды (3-4)
4.3.1.2.	Адаптивный иммунитет (20-22)
4.3.1.2.1.	Клеточные реакции (12-13)
4.3.1.2.1.1.	Т-хелперные ответы (4-5)
4.3.1.2.1.2.	Цитотоксические реакции (4-4)
4.3.1.2.1.3.	Регуляторные функции (4-4)
4.3.1.2.2.	Гуморальные реакции (8-9)
4.3.1.2.2.1.	В-клеточные ответы (3-3)
4.3.1.2.2.2.	Антительная продукция (3-3)
4.3.1.2.2.3.	Цитокиновая регуляция (2-3)
4.3.2.	Нейроиммунные взаимодействия (35-40)
4.3.2.1.	Стресс-реактивность (20-22)
4.3.2.1.1.	Острая (12-13)
4.3.2.1.1.1.	Провоспалительные эффекты (4-5)
4.3.2.1.1.2.	Иммуносупрессия (4-4)
4.3.2.1.1.3.	Восстановительные реакции (4-4)
4.3.2.1.2.	Хроническая (8-9)
4.3.2.1.2.1.	Системное воспаление (3-3)
4.3.2.1.2.2.	Аутоиммунные процессы (3-3)
4.3.2.1.2.3.	Иммунное истощение (2-3)
4.3.2.2.	Иммунная модуляция (15-18)
4.3.2.2.1.	Локальная регуляция (8-9)
4.3.2.2.1.1.	Нейромедиаторные эффекты (3-3)
4.3.2.2.1.2.	Нейропептидная регуляция (3-3)
4.3.2.2.1.3.	Нейротрофические влияния (2-3)
4.3.2.2.2.	Системные эффекты (7-9)
4.3.2.2.2.1.	Гормональная модуляция (3-3)
4.3.2.2.2.2.	Вегетативные влияния (2-3)
4.3.2.2.2.3.	Циркадная регуляция (2-3)
4.4.	 Поведенческие паттерны (70-80)
4.4.1.	Когнитивные процессы (40-45)
4.4.1.1.	Процессы внимания и памяти (25-28)
4.4.1.1.1.	Селективное внимание (13-15)
4.4.1.1.1.1.	Пространственное внимание (5-5)
4.4.1.1.1.2.	Объектное внимание (4-5)
4.4.1.1.1.3.	Временное внимание (4-5)
4.4.1.1.2.	Рабочая память (12-13)
4.4.1.1.2.1.	Удержание информации (4-5)
4.4.1.1.2.2.	Манипулирование данными (4-4)
4.4.1.1.2.3.	Исполнительный контроль (4-4)
4.4.1.2.	Исполнительные функции (15-17)
4.4.1.2.1.	Принятие решений (8-9)
4.4.1.2.1.1.	Оценка рисков (3-3)
4.4.1.2.1.2.	Выбор стратегии (3-3)
4.4.1.2.1.3.	Прогнозирование (2-3)
4.4.1.2.2.	Планирование действий (7-8)
4.4.1.2.2.1.	Формирование цели (3-3)
4.4.1.2.2.2.	Выбор тактики (2-3)
4.4.1.2.2.3.	Коррекция ошибок (2-2)
4.4.2.	Социальное поведение (30-35)
4.4.2.1.	Межличностные взаимодействия (20-22)
4.4.2.1.1.	Вербальная коммуникация (11-12)
4.4.2.1.1.1.	Речевая продукция (4-4)
4.4.2.1.1.2.	Языковое понимание (4-4)
4.4.2.1.1.3.	Прагматическая регуляция (3-4)
4.4.2.1.2.	Невербальная коммуникация (9-10)
4.4.2.1.2.1.	Мимические паттерны (3-4)
4.4.2.1.2.2.	Жестовые сигналы (3-3)
4.4.2.1.2.3.	Просодические элементы (3-3)
4.4.2.2.	Социальная адаптация (10-13)
4.4.2.2.1.	Эмоциональная регуляция (6-7)
4.4.2.2.1.1.	Распознавание эмоций (2-3)
4.4.2.2.1.2.	Эмоциональный контроль (2-2)
4.4.2.2.1.3.	Эмпатические реакции (2-2)
4.4.2.2.2.	Поведенческая пластичность (4-6)
4.4.2.2.2.1.	Ситуативная адаптация (2-2)
4.4.2.2.2.2.	Социальное обучение (1-2)
4.4.2.2.2.3.	Копинг-стратегии (1-2)
5.	 Переходные процессы между аттракторами (всего: 1500-1800)
5.1.	Молекулярно-клеточные переходы (600-700)
5.1.1.	Конформационные переходы (300-350)
5.1.1.1.	Белковые переходы (180-200)
5.1.1.1.1.	Аллостерические изменения (100-110)
5.1.1.1.1.1.	Субстрат-индуцированные переходы (35-37)
5.1.1.1.1.2.	Регуляторные модификации (35-37)
5.1.1.1.1.3.	Энергозависимые изменения (30-36)
5.1.1.1.2.	Посттрансляционные модификации (80-90)
5.1.1.1.2.1.	Фосфорилирование-дефосфорилирование (30-32)
5.1.1.1.2.2.	Ацетилирование-деацетилирование (25-29)
5.1.1.1.2.3.	Убиквитинирование-деубиквитинирование (25-29)
5.1.1.2.	Мембранные переходы (120-150)
5.1.1.2.1.	Фазовые переходы липидов (70-80)
5.1.1.2.1.1.	Температурно-зависимые переходы (25-27)
5.1.1.2.1.2.	Холестерол-зависимые изменения (25-27)
5.1.1.2.1.3.	Белок-липидные взаимодействия (20-26)
5.1.1.2.2.	Реорганизация доменов (50-70)
5.1.1.2.2.1.	Рафтовые перестройки (20-25)
5.1.1.2.2.2.	Кластеризация рецепторов (15-23)
5.1.1.2.2.3.	Цитоскелетные реорганизации (15-22)
5.1.2.	Метаболические переключения (300-350)
5.1.2.1.	Энергетические переходы (180-200)
5.1.2.1.1.	Окислительное фосфорилирование/гликолиз (100-110)
5.1.2.1.1.1.	Митохондриальные переключения (35-37)
5.1.2.1.1.2.	Цитозольные адаптации (35-37)
5.1.2.1.1.3.	Субстратные переходы (30-36)
5.1.2.1.2.	Липидный/углеводный обмен (80-90)
5.1.2.1.2.1.	Гормон-зависимые переключения (30-32)
5.1.2.1.2.2.	Субстратные циклы (25-29)
5.1.2.1.2.3.	Метаболические осцилляции (25-29)
5.1.2.2.	Регуляторные переключения (120-150)
5.1.2.2.1.	Ферментативная активность (70-80)
5.1.2.2.1.1.	Аллостерическая регуляция (25-27)
5.1.2.2.1.2.	Ковалентная модификация (25-27)
5.1.2.2.1.3.	Компартментализация (20-26)
5.1.2.2.2.	Метаболические потоки (50-70)
5.1.2.2.2.1.	Субстратные переключения (20-25)
5.1.2.2.2.2.	Энергетические переходы (15-23)
5.1.2.2.2.3.	Регуляторные осцилляции (15-22)
5.2.	Клеточные переходы (450-550)
5.2.1.	Функциональные переходы (250-300)
5.2.1.1.	Возбудимые клетки (150-170)
5.2.1.1.1.	Потенциал действия (80-90)
5.2.1.1.1.1.	Деполяризация-реполяризация (30-32)
5.2.1.1.1.2.	Инактивация-реактивация (25-29)
5.2.1.1.1.3.	Рефрактерные периоды (25-29)
5.2.1.1.2.	Секреторная активность (70-80)
5.2.1.1.2.1.	Экзоцитоз-эндоцитоз (25-27)
5.2.1.1.2.2.	Везикулярный транспорт (25-27)
5.2.1.1.2.3.	Мембранный рециклинг (20-26)
5.2.1.2.	Невозбудимые клетки (100-130)
5.2.1.2.1.	Пролиферация/покой (60-70)
5.2.1.2.1.1.	G0/G1 переходы (20-24)
5.2.1.2.1.2.	G1/S переходы (20-23)
5.2.1.2.1.3.	G2/M переходы (20-23)
5.2.1.2.2.	Дифференцировка/дедифференцировка (40-60)
5.2.1.2.2.1.	Эпигенетические переключения (15-20)
5.2.1.2.2.2.	Транскрипционные каскады (15-20)
5.2.1.2.2.3.	Метаболическое репрограммирование (10-20)
5.2.2.	Межклеточные переходы (200-250)
5.2.2.1.	Прямые взаимодействия (120-150)
5.2.2.1.1.	Щелевые контакты (70-90)
5.2.2.1.1.1.	Открытие-закрытие каналов (25-30)
5.2.2.1.1.2.	Ионные потоки (25-30)
5.2.2.1.1.3.	Метаболическая кооперация (20-30)
5.2.2.1.2.	Синаптическая передача (50-60)
5.2.2.1.2.1.	Пресинаптические процессы (20-22)
5.2.2.1.2.2.	Синаптическая пластичность (15-19)
5.2.2.1.2.3.	Постсинаптические изменения (15-19)
5.2.2.2.	Паракринные взаимодействия (80-100)
5.2.2.2.1.	Локальные медиаторы (50-60)
5.2.2.2.1.1.	Диффузионные процессы (20-22)
5.2.2.2.1.2.	Рецепторная активация (15-19)
5.2.2.2.1.3.	Сигнальные каскады (15-19)
5.2.2.2.2.	Внеклеточный матрикс (30-40)
5.2.2.2.2.1.	Ремоделирование матрикса (12-14)
5.2.2.2.2.2.	Механотрансдукция (9-13)
5.2.2.2.2.3.	Адгезивные взаимодействия (9-13)
5.3.	Тканевые переходы (600-750)
5.3.1.	Структурные переходы (300-350)
5.3.1.1.	Морфогенетические переходы (150-180)
5.3.1.1.1.	Клеточная реорганизация (80-100)
5.3.1.1.1.1.	Миграционные процессы (30-35)
5.3.1.1.1.2.	Адгезивные перестройки (25-33)
5.3.1.1.1.3.	Поляризационные изменения (25-32)
5.3.1.1.2.	Тканевое ремоделирование (70-80)
5.3.1.1.2.1.	Матриксные перестройки (25-27)
5.3.1.1.2.2.	Архитектурные изменения (25-27)
5.3.1.1.2.3.	Васкулярные адаптации (20-26)
5.3.1.2.	Функциональные перестройки (150-170)
5.3.1.2.1.	Изменение паттернов активности (80-90)
5.3.1.2.1.1.	Электрофизиологические переходы (30-32)
5.3.1.2.1.2.	Секреторные модификации (25-29)
5.3.1.2.1.3.	Метаболические адаптации (25-29)
5.3.1.2.2.	Адаптивная реорганизация (70-80)
